id,text,label,issue_type,sub_issue,raw_label,anchor_source,source_row_id
sheet1_r385_baby,GENERAL,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,385
sheet1_r385_combined,Product id for paxtype || GENERAL,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,385
sheet1_r386_parent,Product id for paxtype,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,386
sheet1_r386_baby,GROUP,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,386
sheet1_r386_combined,Product id for paxtype || GROUP,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,386
sheet1_r387_parent,Product id for paxtype,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,387
sheet1_r387_baby,INFANT,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,387
sheet1_r387_combined,Product id for paxtype || INFANT,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,387
sheet1_r388_parent,Product id for paxtype,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,388
sheet1_r388_baby,SINGLE_OCCUPANCY,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,388
sheet1_r388_combined,Product id for paxtype || SINGLE_OCCUPANCY,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,388
sheet1_r389_parent,Product id for paxtype,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,389
sheet1_r389_baby,YOUTH,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,389
sheet1_r389_combined,Product id for paxtype || YOUTH,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,389
sheet1_r390_parent,not present in productCode,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,390
sheet1_r390_baby,GENERAL is not present,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,390
sheet1_r390_combined,not present in productCode || GENERAL is not present,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,390
sheet1_r391_parent,select a different Fare Type or a different Member to correct this,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,391
sheet1_r392_parent,200,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,parent,392
sheet1_r392_baby,Travel date should not be less than current date,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,baby,392
sheet1_r392_combined,200 || Travel date should not be less than current date,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,combined,392
sheet1_r393_parent,Due to Lead Times,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,parent,393
sheet1_r393_baby,cannot be booked online,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,baby,393
sheet1_r393_combined,Due to Lead Times || cannot be booked online,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,combined,393
sheet1_r394_parent,GEN-UNPROCESSABLE,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,parent,394
sheet1_r394_baby,Please choose a later time,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,baby,394
sheet1_r394_combined,GEN-UNPROCESSABLE || Please choose a later time,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,combined,394
sheet1_r395_parent,You cannot book less than 24 hours in advance,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,parent,395
sheet1_r395_baby,24 hours,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,baby,395
sheet1_r395_combined,You cannot book less than 24 hours in advance || 24 hours,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,combined,395
sheet1_r396_parent,You cannot book less than 5 hours in advance,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,parent,396
sheet1_r396_baby,5 hours,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,baby,396
sheet1_r396_combined,You cannot book less than 5 hours in advance || 5 hours,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,combined,396
sheet1_r397_parent,error.invalid.advance.booking.date.value,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,parent,397
sheet1_r398_parent,error.redemption.start.date.earlier.than.today,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,parent,398
sheet1_r399_parent,"jsonrpc\"" \""2.0",Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,parent,399
sheet1_r399_baby,Cut Off time passed,Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,baby,399
sheet1_r399_combined,"jsonrpc\"" \""2.0 || Cut Off time passed",Set Up Issue > Release Period,Set Up Issue,Release Period,Set Up Issue > Release Period,combined,399
sheet1_r400_parent,Invalid vendor product code,Set Up Issue > Product Code Issue,Set Up Issue,Product Code Issue,Set Up Issue > Product Code Issue,parent,400
sheet1_r400_baby,not found in fetched list,Set Up Issue > Product Code Issue,Set Up Issue,Product Code Issue,Set Up Issue > Product Code Issue,baby,400
sheet1_r400_combined,Invalid vendor product code || not found in fetched list,Set Up Issue > Product Code Issue,Set Up Issue,Product Code Issue,Set Up Issue > Product Code Issue,combined,400
sheet1_r401_parent,does not have pricing category,Set Up Issue > Product Code Issue,Set Up Issue,Product Code Issue,Set Up Issue > Product Code Issue,parent,401
sheet1_r402_parent,INVALID_PRODUCT_TYPE_COUNT,Set Up Issue > Min Pax Requirement Issue,Set Up Issue,Min Pax Requirement Issue,Set Up Issue > Min Pax Requirement Issue,parent,402
sheet1_r402_baby,product type count should be under product,Set Up Issue > Min Pax Requirement Issue,Set Up Issue,Min Pax Requirement Issue,Set Up Issue > Min Pax Requirement Issue,baby,402
sheet1_r402_combined,INVALID_PRODUCT_TYPE_COUNT || product type count should be under product,Set Up Issue > Min Pax Requirement Issue,Set Up Issue,Min Pax Requirement Issue,Set Up Issue > Min Pax Requirement Issue,combined,402
sheet1_r403_parent,Too many children added,Set Up Issue > Min Pax Requirement Issue,Set Up Issue,Min Pax Requirement Issue,Set Up Issue > Min Pax Requirement Issue,parent,403
sheet1_r403_baby,Maximum 2 children per adult allowed,Set Up Issue > Min Pax Requirement Issue,Set Up Issue,Min Pax Requirement Issue,Set Up Issue > Min Pax Requirement Issue,baby,403
sheet1_r403_combined,Too many children added || Maximum 2 children per adult allowed,Set Up Issue > Min Pax Requirement Issue,Set Up Issue,Min Pax Requirement Issue,Set Up Issue > Min Pax Requirement Issue,combined,403
sheet1_r404_parent,error.checkout.maximum.quantity,Set Up Issue > Min Pax Requirement Issue,Set Up Issue,Min Pax Requirement Issue,Set Up Issue > Min Pax Requirement Issue,parent,404
sheet1_r405_parent,P0001,Set Up Issue > Invalid Product ID,Set Up Issue,Invalid Product ID,Set Up Issue > Invalid Product ID,parent,405
sheet1_r405_baby,ProductID is not exist,Set Up Issue > Invalid Product ID,Set Up Issue,Invalid Product ID,Set Up Issue > Invalid Product ID,baby,405
sheet1_r405_combined,P0001 || ProductID is not exist,Set Up Issue > Invalid Product ID,Set Up Issue,Invalid Product ID,Set Up Issue > Invalid Product ID,combined,405
sheet1_r406_parent,GEN-UNPROCESSABLE,Set Up Issue > Pax Limit Issue,Set Up Issue,Pax Limit Issue,Set Up Issue > Pax Limit Issue,parent,406
sheet1_r406_baby,may not be greater than,Set Up Issue > Pax Limit Issue,Set Up Issue,Pax Limit Issue,Set Up Issue > Pax Limit Issue,baby,406
sheet1_r406_combined,GEN-UNPROCESSABLE || may not be greater than,Set Up Issue > Pax Limit Issue,Set Up Issue,Pax Limit Issue,Set Up Issue > Pax Limit Issue,combined,406
sheet1_r407_parent,Invalid number of guests,Set Up Issue > Pax Limit Issue,Set Up Issue,Pax Limit Issue,Set Up Issue > Pax Limit Issue,parent,407
sheet1_r407_baby,must be between,Set Up Issue > Pax Limit Issue,Set Up Issue,Pax Limit Issue,Set Up Issue > Pax Limit Issue,baby,407
sheet1_r407_combined,Invalid number of guests || must be between,Set Up Issue > Pax Limit Issue,Set Up Issue,Pax Limit Issue,Set Up Issue > Pax Limit Issue,combined,407
sheet1_r408_parent,Number of passengers is limited,Set Up Issue > Pax Limit Issue,Set Up Issue,Pax Limit Issue,Set Up Issue > Pax Limit Issue,parent,408
sheet1_r409_parent,Multiple packages found for a single time slot mapping,Set Up Issue > Schedule Type Mismatch,Set Up Issue,Schedule Type Mismatch,Set Up Issue > Schedule Type Mismatch,parent,409
sheet1_r410_parent,You cannot book for more than 10 Passengers,Set Up Issue > Max Pax Mismatch,Set Up Issue,Max Pax Mismatch,Set Up Issue > Max Pax Mismatch,parent,410
sheet1_r411_parent,Invalid Item Quantity - A matching option cannot be found,Set Up Issue > Missing Pax Type,Set Up Issue,Missing Pax Type,Set Up Issue > Missing Pax Type,parent,411
sheet1_r411_baby,Adult,Set Up Issue > Missing Pax Type,Set Up Issue,Missing Pax Type,Set Up Issue > Missing Pax Type,baby,411
sheet1_r411_combined,Invalid Item Quantity - A matching option cannot be found || Adult,Set Up Issue > Missing Pax Type,Set Up Issue,Missing Pax Type,Set Up Issue > Missing Pax Type,combined,411
sheet1_r412_parent,No ticket category,Set Up Issue > Missing Pax Type,Set Up Issue,Missing Pax Type,Set Up Issue > Missing Pax Type,parent,412
sheet1_r412_baby,No ticket category for 'Adults (Halbtax | Swiss Half Fare Card)',Set Up Issue > Missing Pax Type,Set Up Issue,Missing Pax Type,Set Up Issue > Missing Pax Type,baby,412
sheet1_r412_combined,No ticket category || No ticket category for 'Adults (Halbtax | Swiss Half Fare Card)',Set Up Issue > Missing Pax Type,Set Up Issue,Missing Pax Type,Set Up Issue > Missing Pax Type,combined,412
sheet1_r413_parent,INVALID_THIRDPARTY_RESERVATION,Set Up Issue > Product ID Invalid,Set Up Issue,Product ID Invalid,Set Up Issue > Product ID Invalid,parent,413
sheet1_r413_baby,product configuration issue,Set Up Issue > Product ID Invalid,Set Up Issue,Product ID Invalid,Set Up Issue > Product ID Invalid,baby,413
sheet1_r413_combined,INVALID_THIRDPARTY_RESERVATION || product configuration issue,Set Up Issue > Product ID Invalid,Set Up Issue,Product ID Invalid,Set Up Issue > Product ID Invalid,combined,413
sheet1_r414_parent,Invalid format for data input that is required for this callback,Set Up Issue > Wrong Pax Types are added,Set Up Issue,Wrong Pax Types are added,Set Up Issue > Wrong Pax Types are added,parent,414
sheet1_r414_baby,Passenger numbers are required to make an availability inventory check,Set Up Issue > Wrong Pax Types are added,Set Up Issue,Wrong Pax Types are added,Set Up Issue > Wrong Pax Types are added,baby,414
sheet1_r414_combined,Invalid format for data input that is required for this callback || Passenger numbers are required to make an availability inventory check,Set Up Issue > Wrong Pax Types are added,Set Up Issue,Wrong Pax Types are added,Set Up Issue > Wrong Pax Types are added,combined,414
sheet1_r415_parent,firstName is not filled in for guest,Set Up Issue > Mandatory Logic Issue,Set Up Issue,Mandatory Logic Issue,Set Up Issue > Mandatory Logic Issue,parent,415
sheet1_r415_baby,Guest firstName is not filled in for guest,Set Up Issue > Mandatory Logic Issue,Set Up Issue,Mandatory Logic Issue,Set Up Issue > Mandatory Logic Issue,baby,415
sheet1_r415_combined,firstName is not filled in for guest || Guest firstName is not filled in for guest,Set Up Issue > Mandatory Logic Issue,Set Up Issue,Mandatory Logic Issue,Set Up Issue > Mandatory Logic Issue,combined,415
sheet1_r416_parent,INVALID_THIRDPARTY_BOOKING,Customer Issue > Inaccurate info,Customer Issue,Inaccurate info,Customer Issue > Inaccurate info,parent,416
sheet1_r416_baby,must be a valid email,Customer Issue > Inaccurate info,Customer Issue,Inaccurate info,Customer Issue > Inaccurate info,baby,416
sheet1_r416_combined,INVALID_THIRDPARTY_BOOKING || must be a valid email,Customer Issue > Inaccurate info,Customer Issue,Inaccurate info,Customer Issue > Inaccurate info,combined,416
sheet1_r417_parent,email address is at an invalid or incorrectly registered,Customer Issue > Inaccurate info,Customer Issue,Inaccurate info,Customer Issue > Inaccurate info,parent,417
sheet1_r418_parent,B0001,Customer Issue > Invalid Format,Customer Issue,Invalid Format,Customer Issue > Invalid Format,parent,418
sheet1_r418_baby,The phone number format,Customer Issue > Invalid Format,Customer Issue,Invalid Format,Customer Issue > Invalid Format,baby,418
sheet1_r418_combined,B0001 || The phone number format,Customer Issue > Invalid Format,Customer Issue,Invalid Format,Customer Issue > Invalid Format,combined,418
sheet1_r419_parent,B0001,Customer Issue > Invalid Format,Customer Issue,Invalid Format,Customer Issue > Invalid Format,parent,419
sheet1_r419_baby,This traveler's ID number has been duplicated. Please check it and resubmit,Customer Issue > Invalid Format,Customer Issue,Invalid Format,Customer Issue > Invalid Format,baby,419
sheet1_r419_combined,B0001 || This traveler's ID number has been duplicated. Please check it and resubmit,Customer Issue > Invalid Format,Customer Issue,Invalid Format,Customer Issue > Invalid Format,combined,419
sheet1_r420_parent,contains a cc num,Customer Issue > Invalid Format,Customer Issue,Invalid Format,Customer Issue > Invalid Format,parent,420
sheet1_r421_parent,error.checkout.invalid.character,Customer Issue > Invalid Format,Customer Issue,Invalid Format,Customer Issue > Invalid Format,parent,421
sheet1_r422_parent,error.checkout.invalid.date.format,Customer Issue > Invalid Format,Customer Issue,Invalid Format,Customer Issue > Invalid Format,parent,422
sheet1_r423_parent,Contact must not exceed 15 characters,Customer Issue > Book Manually,Customer Issue,Book Manually,Customer Issue > Book Manually,parent,423
sheet1_r424_parent,First Name is limited to 30 characters,Customer Issue > Book Manually,Customer Issue,Book Manually,Customer Issue > Book Manually,parent,424
sheet1_r425_parent,First name cannot exceed,Customer Issue > Book Manually,Customer Issue,Book Manually,Customer Issue > Book Manually,parent,425
sheet1_r426_parent,Data too long for column,Customer Issue > Char Limit,Customer Issue,Char Limit,Customer Issue > Char Limit,parent,426
sheet1_r427_parent,Invalid characters in Invalid characters,Customer Issue > Char Limit,Customer Issue,Char Limit,Customer Issue > Char Limit,parent,427
sheet1_r428_parent,error.question.answer.option.invalid,Customer Issue > Missing Dropdown Values,Customer Issue,Missing Dropdown Values,Customer Issue > Missing Dropdown Values,parent,428
sheet1_r429_parent,V0001,Tech Issue > Config Issue,Tech Issue,Config Issue,Tech Issue > Config Issue,parent,429
sheet1_r429_baby,success,Tech Issue > Config Issue,Tech Issue,Config Issue,Tech Issue > Config Issue,baby,429
sheet1_r429_combined,V0001 || success,Tech Issue > Config Issue,Tech Issue,Config Issue,Tech Issue > Config Issue,combined,429
sheet1_r430_parent,incorrect for the product inventory packageList,Tech Issue > LIC,Tech Issue,LIC,Tech Issue > LIC,parent,430
sheet1_r431_parent,An invalid or duplicate order,Booking Incomplete > Tickets not sent,Booking Incomplete,Tickets not sent,Booking Incomplete > Tickets not sent,parent,431
sheet1_r432_parent,Could not download tickets for bookingId,Booking Incomplete > Tickets not sent,Booking Incomplete,Tickets not sent,Booking Incomplete > Tickets not sent,parent,432
sheet1_r433_parent,INVALID_THIRDPARTY_BOOKING,Booking Incomplete > Tickets not sent,Booking Incomplete,Tickets not sent,Booking Incomplete > Tickets not sent,parent,433
sheet1_r433_baby,Kindly note that there is already,Booking Incomplete > Tickets not sent,Booking Incomplete,Tickets not sent,Booking Incomplete > Tickets not sent,baby,433
sheet1_r433_combined,INVALID_THIRDPARTY_BOOKING || Kindly note that there is already,Booking Incomplete > Tickets not sent,Booking Incomplete,Tickets not sent,Booking Incomplete > Tickets not sent,combined,433
sheet1_r434_parent,Order already confirmed,Booking Incomplete > Tickets not sent,Booking Incomplete,Tickets not sent,Booking Incomplete > Tickets not sent,parent,434
sheet1_r435_parent,The partner reference has already been taken,Booking Incomplete > Tickets not sent,Booking Incomplete,Tickets not sent,Booking Incomplete > Tickets not sent,parent,435
sheet1_r436_parent,Transaction is already in status,Booking Incomplete > Tickets not sent,Booking Incomplete,Tickets not sent,Booking Incomplete > Tickets not sent,parent,436
sheet1_r437_parent,200,Booking Incomplete > Failed to fetch tickets,Booking Incomplete,Failed to fetch tickets,Booking Incomplete > Failed to fetch tickets,parent,437
sheet1_r437_baby,AGT,Booking Incomplete > Failed to fetch tickets,Booking Incomplete,Failed to fetch tickets,Booking Incomplete > Failed to fetch tickets,baby,437
sheet1_r437_combined,200 || AGT,Booking Incomplete > Failed to fetch tickets,Booking Incomplete,Failed to fetch tickets,Booking Incomplete > Failed to fetch tickets,combined,437
sheet1_r438_parent,200,Booking Incomplete > Unknown,Booking Incomplete,Unknown,Booking Incomplete > Unknown,parent,438
sheet1_r439_parent,NOCOUNT_ERROR,Booking Incomplete > Failed to send tickets,Booking Incomplete,Failed to send tickets,Booking Incomplete > Failed to send tickets,parent,439
sheet1_r440_parent,greater than threshold price,Booking Failed > Stale Inventory,Booking Failed,Stale Inventory,Booking Failed > Stale Inventory,parent,440
sheet1_r441_parent,more than price threshold,Booking Failed > Stale Inventory,Booking Failed,Stale Inventory,Booking Failed > Stale Inventory,parent,441
sheet1_r442_parent,订单支付请求太过,Booking Failed > Pending pax Confirmation,Booking Failed,Pending pax Confirmation,Booking Failed > Pending pax Confirmation,parent,442
sheet1_r443_parent,The incoming token has expired,Booking Failed > Tickets not sent,Booking Failed,Tickets not sent,Booking Failed > Tickets not sent,parent,443
sheet1_r443_baby,printConfirmation,Booking Failed > Tickets not sent,Booking Failed,Tickets not sent,Booking Failed > Tickets not sent,baby,443
sheet1_r443_combined,The incoming token has expired || printConfirmation,Booking Failed > Tickets not sent,Booking Failed,Tickets not sent,Booking Failed > Tickets not sent,combined,443
sheet1_r445_parent,Auth is unsuccessful,Credentials > Not updated on AWS,Credentials,Not updated on AWS,Credentials > Not updated on AWS,parent,445
sheet1_r445_baby,canceled due to com.headout.vendor.api.exceptions,Credentials > Not updated on AWS,Credentials,Not updated on AWS,Credentials > Not updated on AWS,baby,445
sheet1_r445_combined,Auth is unsuccessful || canceled due to com.headout.vendor.api.exceptions,Credentials > Not updated on AWS,Credentials,Not updated on AWS,Credentials > Not updated on AWS,combined,445
sheet1_r446_parent,Authentication failed,Credentials > Not updated on AWS,Credentials,Not updated on AWS,Credentials > Not updated on AWS,parent,446
sheet1_r446_baby,canceled due to com.headout.vendor.api.exceptions,Credentials > Not updated on AWS,Credentials,Not updated on AWS,Credentials > Not updated on AWS,baby,446
sheet1_r446_combined,Authentication failed || canceled due to com.headout.vendor.api.exceptions,Credentials > Not updated on AWS,Credentials,Not updated on AWS,Credentials > Not updated on AWS,combined,446
sheet1_r447_parent,UNKNOWN,Credentials > Not updated on AWS,Credentials,Not updated on AWS,Credentials > Not updated on AWS,parent,447
sheet1_r447_baby,Unauthorized,Credentials > Not updated on AWS,Credentials,Not updated on AWS,Credentials > Not updated on AWS,baby,447
sheet1_r447_combined,UNKNOWN || Unauthorized,Credentials > Not updated on AWS,Credentials,Not updated on AWS,Credentials > Not updated on AWS,combined,447
sheet1_r449_parent,S0000,Product Code > Codes to be updated,Product Code,Codes to be updated,Product Code > Codes to be updated,parent,449
sheet1_r449_baby,Unable to get the product price,Product Code > Codes to be updated,Product Code,Codes to be updated,Product Code > Codes to be updated,baby,449
sheet1_r449_combined,S0000 || Unable to get the product price,Product Code > Codes to be updated,Product Code,Codes to be updated,Product Code > Codes to be updated,combined,449
sheet1_r450_parent,S0000,Product Code > Unknown,Product Code,Unknown,Product Code > Unknown,parent,450
sheet1_r452_parent,INVALID_THIRDPARTY_BOOKING,Payment Issue > General,Payment Issue,General,Payment Issue > General,parent,452
sheet1_r452_baby,insufficient credit at the supplier's end,Payment Issue > General,Payment Issue,General,Payment Issue > General,baby,452
sheet1_r452_combined,INVALID_THIRDPARTY_BOOKING || insufficient credit at the supplier's end,Payment Issue > General,Payment Issue,General,Payment Issue > General,combined,452
